IDN,NSN,common_name,Price,UI,AAC,Batch,ParentID
,7110-01-598-1896,Ergonomic Office Chair,183.94,EA,H,KVPMSCA4595,5110-01-060-1701
,7110-01-598-1912,Ergonomic Office Chair,260.13,EA,H,KVPMSCA4596,5110-01-068-5253
,7110-01-598-1918,Ergonomic Office Chair,248.38,EA,H,KVPMSCA4597,5110-01-181-7030
,7110-01-598-4108,Nesting Chair,110.4,EA,H,KVPMSCA4598,5110-01-060-1701
,7110-01-598-4109,Guest Chair,110.98,EA,H,KVPMSCA4599,5110-01-068-5253
,7110-01-598-4111,Nesting Chair,112.7,EA,H,KVPMSCA4600,5110-01-181-7030
,7110-01-598-4112,Nesting Chair,109.25,EA,H,KVPMSCA4601,5110-01-060-1701
,7110-01-598-4383,Ergonomic Office Chair,238.21,EA,H,KVPMSCA4602,5110-01-068-5253
,7110-01-606-5814,"GSA APPROVED Security Weapons Container, 5-Drawer Legal",8688.25,EA,H,KVPMSCA4603,5110-01-181-7030
,7110-01-606-5820,"GSA APPROVED Security Weapons Container, 5-Drawer Legal",8688.25,EA,H,KVPMSCA4604,5110-01-060-1701
,7110-01-606-5822,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Lgl",2302.3,EA,H,KVPMSCA4605,5110-01-068-5253
,7110-01-606-5824,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Ltr",2785.48,EA,H,KVPMSCA4606,5110-01-181-7030
,7110-01-606-5826,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",5614.02,EA,H,KVPMSCA4607,5110-01-060-1701
,7110-01-606-5828,"GSA APPROVED Security Weapons Container, 5-Drawer Legal",8688.25,EA,H,KVPMSCA4608,5110-01-068-5253
,7110-01-606-5829,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",6342.25,EA,H,KVPMSCA4609,5110-01-181-7030
,7110-01-606-5830,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",6342.25,EA,H,KVPMSCA4610,5110-01-060-1701
,7110-01-606-5831,"GSA APPROVED Security Weapons Container, 2-Drawer Legal",3669.91,EA,H,KVPMSCA4611,5110-01-068-5253
,7110-01-606-5832,"GSA APPROVED Security Weapons Container, 2-Drawer Legal",3858.25,EA,H,KVPMSCA4612,5110-01-181-7030
,7110-01-606-5833,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Lgl",2924.22,EA,H,KVPMSCA4613,5110-01-060-1701
,7110-01-606-5834,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Ltr",2924.22,EA,H,KVPMSCA4614,5110-01-068-5253
,7110-01-606-5835,"GSA APPROVED Security Weapons Container, 2-Drawer Legal",3607.14,EA,H,KVPMSCA4615,5110-01-181-7030
,7110-01-606-5836,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Lgl",2785.48,EA,H,KVPMSCA4616,5110-01-060-1701
,7110-01-606-5837,"GSA Approved Security Shipboard File Cabinet, 2-Drawer Ltr",2302.3,EA,H,KVPMSCA4617,5110-01-068-5253
,7110-01-608-8267,Workstation,2304.43,EA,H,KVPMSCA4618,5110-01-181-7030
,7110-01-608-8273,Workstation,2393.05,EA,H,KVPMSCA4619,5110-01-060-1701
,7110-01-608-8276,Workstation,1989.75,EA,H,KVPMSCA4620,5110-01-068-5253
,7110-01-608-8279,Workstation,2496.06,EA,H,KVPMSCA4621,5110-01-181-7030
,7110-01-608-8286,Workstation,3242.54,EA,H,KVPMSCA4622,5110-01-060-1701
,7110-01-608-8288,Workstation,2149.05,EA,H,KVPMSCA4623,5110-01-068-5253
,7110-01-608-8290,Workstation,3925.05,EA,H,KVPMSCA4624,5110-01-181-7030
,7110-01-608-8292,Workstation,2610.42,EA,H,KVPMSCA4625,5110-01-060-1701
,7110-01-608-8293,Workstation,3060.76,EA,H,KVPMSCA4626,5110-01-068-5253
,7110-01-608-8297,Workstation,3498.01,EA,H,KVPMSCA4627,5110-01-181-7030
,7110-01-614-5352,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",7112.18,EA,H,KVPMSCA4628,5110-01-060-1701
,7110-01-614-5353,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Ltr",7618.52,EA,H,KVPMSCA4629,5110-01-068-5253
,7110-01-614-5354,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Ltr",2846.48,EA,H,KVPMSCA4630,5110-01-181-7030
,7110-01-614-5355,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1385.75,EA,H,KVPMSCA4631,5110-01-060-1701
,7110-01-614-5356,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Lgl",2846.48,EA,H,KVPMSCA4632,5110-01-068-5253
,7110-01-614-5357,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Ltr",8006.02,EA,H,KVPMSCA4633,5110-01-181-7030
,7110-01-614-5358,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",7365.75,EA,H,KVPMSCA4634,5110-01-060-1701
,7110-01-614-5359,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1866.2,EA,H,KVPMSCA4635,5110-01-068-5253
,7110-01-614-5360,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Lgl",8006.02,EA,H,KVPMSCA4636,5110-01-181-7030
,7110-01-614-5361,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1866.2,EA,H,KVPMSCA4637,5110-01-060-1701
,7110-01-614-5362,"GSA APPROVED Security Shipboard File Cabinet, 5-Drawer Lgl",7618.52,EA,H,KVPMSCA4638,5110-01-068-5253
,7110-01-614-5363,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Ltr",2224.56,EA,H,KVPMSCA4639,5110-01-181-7030
,7110-01-614-5364,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Ltr",3440.89,EA,H,KVPMSCA4640,5110-01-060-1701
,7110-01-614-5365,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",2092,EA,H,KVPMSCA4641,5110-01-068-5253
,7110-01-614-5366,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",6313.5,EA,H,KVPMSCA4642,5110-01-181-7030
,7110-01-614-5367,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1494.29,EA,H,KVPMSCA4643,5110-01-060-1701
,7110-01-614-5368,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",3042.62,EA,H,KVPMSCA4644,5110-01-068-5253
,7110-01-614-5369,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",2535.75,EA,H,KVPMSCA4645,5110-01-181-7030
,7110-01-614-5370,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",2961.25,EA,H,KVPMSCA4646,5110-01-060-1701
,7110-01-614-5371,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1679,EA,H,KVPMSCA4647,5110-01-068-5253
,7110-01-614-5372,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",2092,EA,H,KVPMSCA4648,5110-01-181-7030
,7110-01-614-5373,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Ltr",3596.37,EA,H,KVPMSCA4649,5110-01-060-1701
,7110-01-614-5374,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1039.14,EA,H,KVPMSCA4650,5110-01-068-5253
,7110-01-614-5375,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",2961.25,EA,H,KVPMSCA4651,5110-01-181-7030
,7110-01-614-5376,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",3042.62,EA,H,KVPMSCA4652,5110-01-060-1701
,7110-01-614-5377,"GSA Approved Security Filing Cabinet, 4-Drawer Legal",2305.43,EA,H,KVPMSCA4653,5110-01-068-5253
,7110-01-614-5378,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",6313.5,EA,H,KVPMSCA4654,5110-01-181-7030
,7110-01-614-5379,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",5215.25,EA,H,KVPMSCA4655,5110-01-060-1701
,7110-01-614-5380,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1155.75,EA,H,KVPMSCA4656,5110-01-068-5253
,7110-01-614-5381,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1866.2,EA,H,KVPMSCA4657,5110-01-181-7030
,7110-01-614-5382,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",1258.22,EA,H,KVPMSCA4658,5110-01-060-1701
,7110-01-614-5383,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",5711.48,EA,H,KVPMSCA4659,5110-01-068-5253
,7110-01-614-5384,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",3042.62,EA,H,KVPMSCA4660,5110-01-181-7030
,7110-01-614-5385,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1155.75,EA,H,KVPMSCA4661,5110-01-060-1701
,7110-01-614-5386,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",6313.5,EA,H,KVPMSCA4662,5110-01-068-5253
,7110-01-614-5387,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",2535.75,EA,H,KVPMSCA4663,5110-01-181-7030
,7110-01-614-5388,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",3082,EA,H,KVPMSCA4664,5110-01-060-1701
,7110-01-614-5389,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",2626.31,EA,H,KVPMSCA4665,5110-01-068-5253
,7110-01-614-5390,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",2045.19,EA,H,KVPMSCA4666,5110-01-181-7030
,7110-01-614-5391,"GSA APPROVED Security Weapons Container, 2-Drawer Legal",4874.9,EA,H,KVPMSCA4667,5110-01-060-1701
,7110-01-614-5392,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1679,EA,H,KVPMSCA4668,5110-01-068-5253
,7110-01-614-5393,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",3082,EA,H,KVPMSCA4669,5110-01-181-7030
,7110-01-614-5394,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",6069.7,EA,H,KVPMSCA4670,5110-01-060-1701
,7110-01-614-5395,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",2626.31,EA,H,KVPMSCA4671,5110-01-068-5253
,7110-01-614-5396,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",2271.25,EA,H,KVPMSCA4672,5110-01-181-7030
,7110-01-614-5397,"GSA APPROVED Security Weapons Container, 2-Drawer Legal",4874.9,EA,H,KVPMSCA4673,5110-01-060-1701
,7110-01-614-5398,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",2271.25,EA,H,KVPMSCA4674,5110-01-068-5253
,7110-01-614-5399,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",8849.2,EA,H,KVPMSCA4675,5110-01-181-7030
,7110-01-614-5400,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",2626.31,EA,H,KVPMSCA4676,5110-01-060-1701
,7110-01-614-5401,"GSA APPROVED Security Filing Cabinet, 2-Drawer Special",2092,EA,H,KVPMSCA4677,5110-01-068-5253
,7110-01-614-5402,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",3082,EA,H,KVPMSCA4678,5110-01-181-7030
,7110-01-614-5403,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",8849.2,EA,H,KVPMSCA4679,5110-01-060-1701
,7110-01-614-5404,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",3152.31,EA,H,KVPMSCA4680,5110-01-068-5253
,7110-01-614-5405,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Lgl",2224.56,EA,H,KVPMSCA4681,5110-01-181-7030
,7110-01-614-5406,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",7289.62,EA,H,KVPMSCA4682,5110-01-060-1701
,7110-01-614-5407,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",3289,EA,H,KVPMSCA4683,5110-01-068-5253
,7110-01-614-5408,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Lgl",3596.37,EA,H,KVPMSCA4684,5110-01-181-7030
,7110-01-614-5409,"GSA APPROVED Security Shipboard File Cabinet, 2-Drawer Lgl",3440.89,EA,H,KVPMSCA4685,5110-01-060-1701
,7110-01-614-5410,"GSA APPROVED Security Filing Cabinet, 2-Drawer Letter",3289,EA,H,KVPMSCA4686,5110-01-068-5253
,7110-01-614-5411,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",7289.62,EA,H,KVPMSCA4687,5110-01-181-7030
,7110-01-614-5412,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Ltr",2707.74,EA,H,KVPMSCA4688,5110-01-060-1701
,7110-01-614-5413,"GSA APPROVED Security Filing Cabinet, 5-Drawer Letter",7289.62,EA,H,KVPMSCA4689,5110-01-068-5253
,7110-01-614-5414,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Ltr",6708.36,EA,H,KVPMSCA4690,5110-01-181-7030
,7110-01-614-5415,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Ltr",6398.6,EA,H,KVPMSCA4691,5110-01-060-1701
,7110-01-614-5416,"GSA Approved Security Weapons Container, 2-Drawer Legal",4674.06,EA,H,KVPMSCA4692,5110-01-068-5253
,7110-01-614-5417,"GSA APPROVED Security Filing Cabinet, 5-Drawer Legal",7112.18,EA,H,KVPMSCA4693,5110-01-181-7030
,7110-01-614-5418,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Lgl",6152.5,EA,H,KVPMSCA4694,5110-01-060-1701
,7110-01-614-5419,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Lgl",2707.74,EA,H,KVPMSCA4695,5110-01-068-5253
,7110-01-614-5420,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",4114.24,EA,H,KVPMSCA4696,5110-01-181-7030
,7110-01-614-5421,"GSA APPROVED Security Weapons Container, 4-Drawer Legal",8849.2,EA,H,KVPMSCA4697,5110-01-060-1701
,7110-01-614-5422,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",4255,EA,H,KVPMSCA4698,5110-01-068-5253
,7110-01-614-5423,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",10877.62,EA,H,KVPMSCA4699,5110-01-181-7030
,7110-01-614-5424,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",10877.62,EA,H,KVPMSCA4700,5110-01-060-1701
,7110-01-614-5425,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",10877.62,EA,H,KVPMSCA4701,5110-01-068-5253
,7110-01-614-5426,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",5593.69,EA,H,KVPMSCA4702,5110-01-181-7030
,7110-01-614-5427,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",5593.69,EA,H,KVPMSCA4703,5110-01-060-1701
,7110-01-614-5428,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",1939.85,EA,H,KVPMSCA4704,5110-01-068-5253
,7110-01-614-5429,"GSA Approved Security Filing Cabinet, 2-Drawer Legal",5332.6,EA,H,KVPMSCA4705,5110-01-181-7030
,7110-01-614-5430,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",6399.75,EA,H,KVPMSCA4706,5110-01-060-1701
,7110-01-614-5431,"GSA APPROVED Security Filing Cabinet, 4-Drawer Letter",2961.25,EA,H,KVPMSCA4707,5110-01-068-5253
,7110-01-614-5432,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",1939.85,EA,H,KVPMSCA4708,5110-01-181-7030
,7110-01-614-5433,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",1939.85,EA,H,KVPMSCA4709,5110-01-060-1701
,7110-01-614-5434,"GSA Approved Security Filing Cabinet, 4-Drawer Legal",6399.75,EA,H,KVPMSCA4710,5110-01-068-5253
,7110-01-614-5435,"GSA Approved Security Filing Cabinet, 2-Drawer Legal",2966.24,EA,H,KVPMSCA4711,5110-01-181-7030
,7110-01-614-5436,"GSA APPROVED Security Shipboard File Cabinet, 4-Drawer Lgl",6708.36,EA,H,KVPMSCA4712,5110-01-060-1701
,7110-01-614-5437,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",2696.75,EA,H,KVPMSCA4713,5110-01-068-5253
,7110-01-614-5438,"GSA APPROVED Security Filing Cabinet, 2-Drawer Legal",3111.99,EA,H,KVPMSCA4714,5110-01-181-7030
,7110-01-614-5439,"GSA APPROVED Security Filing Cabinet, 1-Drawer Special",1679,EA,H,KVPMSCA4715,5110-01-060-1701
,7110-01-614-5440,"GSA APPROVED Security Filing Cabinet, 4-Drawer Legal",6399.75,EA,H,KVPMSCA4716,5110-01-068-5253
,7110-01-614-5441,"GSA Approved Security Filing Cabinet, 2-Drawer Legal",4255,EA,H,KVPMSCA4717,5110-01-181-7030
,7110-01-614-5801,GSA APPROVED Security Map and Plan Container,7181.75,EA,H,KVPMSCA4718,5110-01-060-1701
,7110-01-614-5802,GSA APPROVED Security Map and Plan Container,7181.75,EA,H,KVPMSCA4719,5110-01-068-5253
,7110-01-614-5803,GSA APPROVED Security Map and Plan Container,7061,EA,H,KVPMSCA4720,5110-01-181-7030
,7110-01-614-5804,GSA APPROVED Security Map and Plan Container,7181.75,EA,H,KVPMSCA4721,5110-01-060-1701
,7110-01-614-5805,GSA APPROVED Security Map and Plan Container,7061,EA,H,KVPMSCA4722,5110-01-068-5253
,7110-01-614-5808,GSA APPROVED Security General Purpose Container,6066.25,EA,H,KVPMSCA4723,5110-01-181-7030
,7110-01-614-5809,GSA APPROVED Security General Purpose Container,4318.25,EA,H,KVPMSCA4724,5110-01-060-1701
,7110-01-614-5810,GSA APPROVED Security Map and Plan Container,4995.69,EA,H,KVPMSCA4725,5110-01-068-5253
,7110-01-614-5812,GSA APPROVED Security General Purpose Container,4318.25,EA,H,KVPMSCA4726,5110-01-181-7030
,7110-01-614-5813,GSA APPROVED Security General Purpose Container,6066.25,EA,H,KVPMSCA4727,5110-01-060-1701
,7110-01-614-5814,GSA APPROVED Security General Purpose Container,5073.43,EA,H,KVPMSCA4728,5110-01-068-5253
,7110-01-614-5815,GSA APPROVED Security Map and Plan Container,7061,EA,H,KVPMSCA4729,5110-01-181-7030
,7110-01-614-5816,GSA APPROVED Security General Purpose Container,6187,EA,H,KVPMSCA4730,5110-01-060-1701
,7110-01-614-5817,GSA APPROVED Security General Purpose Container,4378.56,EA,H,KVPMSCA4731,5110-01-068-5253
,7110-01-614-5818,GSA APPROVED Security General Purpose Container,4300.82,EA,H,KVPMSCA4732,5110-01-181-7030
,7110-01-614-5819,GSA Approved Security General Purpose Container,3647.8,EA,H,KVPMSCA4733,5110-01-060-1701
,7110-01-614-5820,GSA APPROVED Security General Purpose Container,3647.8,EA,H,KVPMSCA4734,5110-01-068-5253
,7110-01-614-5821,GSA APPROVED Security General Purpose Container,3647.8,EA,H,KVPMSCA4735,5110-01-181-7030
,7110-01-614-5822,GSA APPROVED Security General Purpose Container,5432.23,EA,H,KVPMSCA4736,5110-01-060-1701
,7110-01-614-5823,GSA APPROVED Security General Purpose Container,5354.49,EA,H,KVPMSCA4737,5110-01-068-5253
,7110-01-614-5824,GSA APPROVED Security General Purpose Container,4378.56,EA,H,KVPMSCA4738,5110-01-181-7030
,7110-01-614-5826,GSA APPROVED Security General Purpose Container,4300.82,EA,H,KVPMSCA4739,5110-01-060-1701
,7110-01-614-5827,GSA APPROVED Security General Purpose Container,5432.23,EA,H,KVPMSCA4740,5110-01-068-5253
,7110-01-614-5828,GSA APPROVED Security Map and Plan Container,6221.5,EA,H,KVPMSCA4741,5110-01-181-7030
,7110-01-614-5829,GSA APPROVED Security General Purpose Container,4318.25,EA,H,KVPMSCA4742,5110-01-060-1701
,7110-01-614-5830,GSA APPROVED Security Map and Plan Container,6221.5,EA,H,KVPMSCA4743,5110-01-068-5253
,7110-01-614-5831,GSA APPROVED Security General Purpose Container,5354.49,EA,H,KVPMSCA4744,5110-01-181-7030
,7110-01-614-5832,GSA APPROVED Security General Purpose Container,6066.25,EA,H,KVPMSCA4745,5110-01-060-1701
,7110-01-614-5834,GSA APPROVED Security General Purpose Container,4378.56,EA,H,KVPMSCA4746,5110-01-068-5253
,7110-01-614-5835,GSA APPROVED Security General Purpose Container,5432.23,EA,H,KVPMSCA4747,5110-01-181-7030
,7110-01-614-5836,GSA APPROVED Security General Purpose Container,4300.82,EA,H,KVPMSCA4748,5110-01-060-1701
,7110-01-614-5837,GSA APPROVED Security General Purpose Container,5354.49,EA,H,KVPMSCA4749,5110-01-068-5253
,7110-01-622-0455,Executive Office Chair,991.89,EA,H,KVPMSCA4750,5110-01-181-7030
,7110-01-622-0938,Executive Office Chair,852.82,EA,H,KVPMSCA4751,5110-01-060-1701
,7110-01-622-1761,Executive Office Chair,704.94,EA,H,KVPMSCA4752,5110-01-068-5253
,7110-01-622-1762,Executive Office Chair,739.44,EA,H,KVPMSCA4753,5110-01-181-7030
,7110-01-622-1763,Marker Board,525.46,EA,J,KVPMSCA4754,5110-01-060-1701
,7110-01-622-1764,Marker Board,222.18,EA,J,KVPMSCA4755,5110-01-068-5253
,7110-01-622-1765,Executive Office Chair,957.39,EA,H,KVPMSCA4756,5110-01-181-7030
,7110-01-622-1766,Executive Office Chair,957.39,EA,H,KVPMSCA4757,5110-01-060-1701
,7110-01-622-1767,Executive Office Chair,991.89,EA,H,KVPMSCA4758,5110-01-068-5253
,7110-01-622-1768,Executive Office Chair,957.39,EA,H,KVPMSCA4759,5110-01-181-7030
,7110-01-622-1769,Executive Office Chair,957.39,EA,H,KVPMSCA4760,5110-01-060-1701
,7110-01-622-1770,Executive Office Chair,957.39,EA,H,KVPMSCA4761,5110-01-068-5253
,7110-01-622-1811,Executive Office Chair,957.39,EA,H,KVPMSCA4762,5110-01-181-7030
,7110-01-622-2080,Executive Office Chair,852.82,EA,H,KVPMSCA4763,5110-01-060-1701
,7110-01-622-2081,Executive Office Chair,852.82,EA,H,KVPMSCA4764,5110-01-068-5253
,7110-01-622-2082,Executive Office Chair,630.4,EA,H,KVPMSCA4765,5110-01-181-7030
,7110-01-622-2083,Executive Office Chair,630.4,EA,H,KVPMSCA4766,5110-01-060-1701
,7110-01-622-2084,Executive Office Chair,664.9,EA,H,KVPMSCA4767,5110-01-068-5253
,7110-01-622-2085,Executive Office Chair,630.4,EA,H,KVPMSCA4768,5110-01-181-7030
,7110-01-622-2086,Executive Office Chair,630.4,EA,H,KVPMSCA4769,5110-01-060-1701
,7110-01-622-2087,Executive Office Chair,630.4,EA,H,KVPMSCA4770,5110-01-068-5253
,7110-01-622-2088,Executive Office Chair,664.9,EA,H,KVPMSCA4771,5110-01-181-7030
,7110-01-622-2090,Executive Office Chair,630.4,EA,H,KVPMSCA4772,5110-01-060-1701
,7110-01-622-2091,Executive Office Chair,630.4,EA,H,KVPMSCA4773,5110-01-068-5253
,7110-01-622-2093,Executive Office Chair,630.4,EA,H,KVPMSCA4774,5110-01-181-7030
,7110-01-622-2094,Executive Office Chair,664.9,EA,H,KVPMSCA4775,5110-01-060-1701
,7110-01-622-2095,Executive Office Chair,630.4,EA,H,KVPMSCA4776,5110-01-068-5253
,7110-01-622-2096,Executive Office Chair,630.4,EA,H,KVPMSCA4777,5110-01-181-7030
,7110-01-622-2097,Executive Office Chair,630.4,EA,H,KVPMSCA4778,5110-01-060-1701
,7110-01-622-2098,Executive Office Chair,660.88,EA,H,KVPMSCA4779,5110-01-068-5253
,7110-01-622-2099,Executive Office Chair,675.31,EA,H,KVPMSCA4780,5110-01-181-7030
,7110-01-622-2100,Executive Office Chair,626.38,EA,H,KVPMSCA4781,5110-01-060-1701
,7110-01-622-2101,Executive Office Chair,626.38,EA,H,KVPMSCA4782,5110-01-068-5253
,7110-01-622-2102,Executive Office Chair,626.38,EA,H,KVPMSCA4783,5110-01-181-7030
,7110-01-622-2103,Executive Office Chair,675.31,EA,H,KVPMSCA4784,5110-01-060-1701
,7110-01-622-2104,Executive Office Chair,626.38,EA,H,KVPMSCA4785,5110-01-068-5253
,7110-01-622-2105,Executive Office Chair,626.38,EA,H,KVPMSCA4786,5110-01-181-7030
,7110-01-622-2106,Executive Office Chair,675.31,EA,H,KVPMSCA4787,5110-01-060-1701
,7110-01-622-2107,Executive Office Chair,675.31,EA,H,KVPMSCA4788,5110-01-068-5253
,7110-01-622-2108,Executive Office Chair,675.31,EA,H,KVPMSCA4789,5110-01-181-7030
,7110-01-622-2109,Executive Office Chair,675.31,EA,H,KVPMSCA4790,5110-01-060-1701
,7110-01-622-2110,Executive Office Chair,692.56,EA,H,KVPMSCA4791,5110-01-068-5253
,7110-01-622-2111,Executive Office Chair,675.31,EA,H,KVPMSCA4792,5110-01-181-7030
,7110-01-622-2112,Executive Office Chair,626.38,EA,H,KVPMSCA4793,5110-01-060-1701
,7110-01-622-2113,Executive Office Chair,675.31,EA,H,KVPMSCA4794,5110-01-068-5253
,7110-01-622-2114,Executive Office Chair,660.88,EA,H,KVPMSCA4795,5110-01-181-7030
,7110-01-622-2115,Executive Office Chair,675.31,EA,H,KVPMSCA4796,5110-01-060-1701
,7110-01-622-2116,Executive Office Chair,675.31,EA,H,KVPMSCA4797,5110-01-068-5253
,7110-01-622-2117,Marker Board,49.34,EA,H,KVPMSCA4798,5110-01-181-7030
,7110-01-622-2118,Marker Board,92.53,EA,H,KVPMSCA4799,5110-01-060-1701
,7110-01-622-2119,Executive Office Chair,626.38,EA,H,KVPMSCA4800,5110-01-068-5253
,7110-01-622-2120,Executive Office Chair,360.19,EA,H,KVPMSCA4801,5110-01-181-7030
,7110-01-622-2121,Marker Board,63.31,EA,H,KVPMSCA4802,5110-01-060-1701
,7110-01-622-2124,Executive Office Chair,342.94,EA,H,KVPMSCA4803,5110-01-068-5253
,7110-01-622-2125,Marker Board,118.15,EA,H,KVPMSCA4804,5110-01-181-7030
,7110-01-622-2126,Executive Office Chair,405.08,EA,H,KVPMSCA4805,5110-01-060-1701
,7110-01-622-2127,Marker Board,128.67,EA,H,KVPMSCA4806,5110-01-068-5253
,7110-01-622-2128,Marker Board,52.35,EA,H,KVPMSCA4807,5110-01-181-7030
,7110-01-622-2129,Marker Board,366.85,EA,H,KVPMSCA4808,5110-01-060-1701
,7110-01-622-2130,Executive Office Chai,405.08,EA,H,KVPMSCA4809,5110-01-068-5253
,7110-01-622-2131,Executive Office Chair,527.42,EA,H,KVPMSCA4810,5110-01-181-7030
,7110-01-622-2132,Marker Board,25.44,EA,H,KVPMSCA4811,5110-01-060-1701
,7110-01-622-2133,Marker Board,122.44,EA,H,KVPMSCA4812,5110-01-068-5253
,7110-01-622-2134,Executive Office Chair,405.08,EA,H,KVPMSCA4813,5110-01-181-7030
,7110-01-622-2135,Executive Office Chair,492.92,EA,H,KVPMSCA4814,5110-01-060-1701
,7110-01-622-2136,Executive Office Chair,405.08,EA,H,KVPMSCA4815,5110-01-068-5253
,7110-01-622-2137,Executive Office Chair,527.42,EA,H,KVPMSCA4816,5110-01-181-7030
,7110-01-622-2138,Executive Office Chair,405.08,EA,H,KVPMSCA4817,5110-01-060-1701
,7110-01-622-2139,Executive Office Chair,405.08,EA,H,KVPMSCA4818,5110-01-068-5253
,7110-01-622-2140,Executive Office Chair,405.08,EA,H,KVPMSCA4819,5110-01-181-7030
,7110-01-622-2142,Executive Office Chair,492.92,EA,H,KVPMSCA4820,5110-01-060-1701
,7110-01-622-2143,Executive Office Chair,492.92,EA,H,KVPMSCA4821,5110-01-068-5253
,7110-01-622-2144,Executive Office Chair,405.08,EA,H,KVPMSCA4822,5110-01-181-7030
,7110-01-622-2145,Executive Office Chair,405.08,EA,H,KVPMSCA4823,5110-01-060-1701
,7110-01-622-2146,Executive Office Chair,527.42,EA,H,KVPMSCA4824,5110-01-068-5253
